,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
68,Senior Data Analyst - Finance & Platform Analytics,$79K-$147K (Glassdoor est.),"About Us


Launched in 2011, Twitch is a global community that comes together each day to create multiplayer entertainment: unique, live, unpredictable experiences created by the interactions of millions. We bring the joy of co-op to everything, from casual gaming to world-class esports to anime marathons, music, and art streams. Twitch also hosts TwitchCon, where we bring everyone together to celebrate, learn, and grow their personal interests and passions. We're always live at Twitch. Stay up to date on all things Twitch on LinkedIn, Twitter and on our Blog.

About the Role


The Financial Planning and Analysis team partners with all departments at Twitch to guide financial decisions and provide insights. For this role, we are looking for an experienced Data/Business Intelligence Analyst who will oversee data, including repeatable, scaleable and consistent data/dashboard/report building, metrics reviews, channel investments, guidance on success/failure metrics, cost/benefit and ad hoc analysis. You will also manage projects and interact with technical and non-technical staff members throughout the company. Your leadership efforts will have a direct impact on hundreds of stakeholders at Twitch. You will report to our Senior Director of Revenue & Margin Finance.

You Will:
Prioritize and perform in the face of ambiguity: work with partners and mentors to distill the problem, adapt your tools to answer complicated questions, and identify the trade-offs between speed and quality of different approaches
Promote data knowledge and insights: manage communications with your stakeholders and other teams, work with technical and non-technical colleagues to complete data projects and ensure all parties can use the insights to further improve
Create actionable insights from data analysis covering viewer, creator, ad sales, commerce and content deals
Maintain a customer-centric focus: work to be a domain and product expert through data, develop trust among your peers and partners, and ensure that your team has access to data to make decisions
Create analytical frameworks to measure team success: partner with cross-functional teams to establish success metrics, create approaches to track the data and troubleshoot errors, quantify and evaluate the data, then develop a common language for all colleagues to understand these KPIs
Operationalize data processes: provide the team with ad-hoc analysis, automated dashboards, and self-service reporting tools so that everyone gets a good sense of the state of the business
You Have:


A Bachelor's degree and 8+ years of domain experience in a consumer internet business, or in a high-velocity, high-growth product or business unit
Experience building customer insights from transaction data including LTV, CAC, with fluency in data analysis, including time series analysis, cohort analysis, experimentation, data visualization, and defining KPI strategy
Expert SQL skills. Ability to tap into Twitch's data pipeline will be important
Strategic and analytical capabilities
Strong ability to lead projects
Bonus Points
Product analytics experience with signup funnels, engagement metrics, and retention analysis
Technical background and programming experience especially R or Python
Statistics knowledge and hypothesis testing experience
Experience developing dashboards using Tableau
Passion about online communities, games, and Twitch
Perks
Medical, Dental, Vision & Disability Insurance
401(k)
Maternity & Parental Leave
Flexible PTO
Commuter Benefits
Amazon Employee Discount
Monthly Contribution & Discounts for Wellness Related Activities & Programs (e.g., gym memberships, off-site massages, etc.)
Breakfast, Lunch & Dinner Served Daily
Free Snacks & Beverages
We are an equal opportunity employer and value diversity at Twitch. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.",3.5,"Twitch
3.5","San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,-1
69,Data Science Manager,$79K-$147K (Glassdoor est.),"Discord Secret Sauce recipe:


-3/4th of a cup of recommendation systems that allow our users to discover content they might enjoy

-2/3rds a cup of characterizing a healthy Discord server and learning how can we help more server owners build healthy communities

-1/2 a cup of developing applied machine learning models to tag voice sessions with poor voice quality in real time

-Pinch of sugar (it helps balance the acidity)

If you're a master Data Scientist chef who wants to take a crack at this recipe and look through our expansive cookbook for more, we'd like to invite you into our massive, data-driven kitchen.

We're looking for a foundational Data Science Manager to help build out the core data science function at Discord, provide mentorship, and set the direction for the team. You will work closely with teams like Analytics, Data Platform, Product, and Engineering to explore our data and unlock insights that will be used to power analyses and drive decision-making at all levels of the company. Join us in creating a best-in-class communications platform that millions of users and communities love!

What you'll be doing
Help define and grow our nascent Data Science team as the foundational first hire
Partner with internal stakeholders across product, engineering, and business teams to identify opportunities, prioritize projects, and produce models and findings that drive data-informed decisions
Explore our data and apply advanced statistical techniques to provide a deeper understanding of our product, users, communities, and business
Improve our existing capabilities in product experimentation, business forecasting, and anomaly detection for KPIs
Design experiments to tease out causal impact and draw actionable conclusions

What you should have
Collaborative attitude and a healthy dose of natural curiosity
Ability to communicate complex analyses in easy-to-understand ways
PhD or MS in Statistics, Math, Computer Science, or other quantitative field
2+ years of work experience in an applied research or data science role
Proven track record of team mentorship and technical leadership
Fluency in SQL and a language such as Python, Java, R, or Scala to work efficiently with large data sets in a production environment
Deep technical expertise in statistical modeling, modern machine learning techniques, and experiment design
A vision for what Data Science can and should be, as well as the ability to work with internal stakeholders to execute on that vision

Bonus Points
Passion for Discord, games, or online communities
Experience at a consumer tech company
Direct experience with hiring / growing data science teams
Experience with large data sets and distributed computing (Hive/Hadoop)
Familiarity with technologies such as Airflow, AWS Redshift, and/or BigQuery to build and optimize production data pipelines",4.6,"Discord
4.6","San Francisco, CA","San Francisco, CA",201 to 500 employees,2015,Company - Private,Internet,Information Technology,$25 to $50 million (USD),-1
70,Lead Big Data Engineer,$79K-$147K (Glassdoor est.),"Our mission is to help people everywhere find a job and company they love. We are disrupting an industry by changing how people search for jobs and how companies recruit top talent.

We are looking for a talented engineer to join our growing data engineering team. The ideal candidate has significant experience in leading a small group of engineers that build scalable data platforms that enable business intelligence, analytics, data science, and data products. You must have strong, hands-on technical expertise in a variety of technologies and the proven ability to fashion robust, scalable solutions. You should have a passion for continuous improvement quality.

We embrace a wide variety of technologies and work very closely with data scientists and business stakeholders to deliver end to end solutions. If you are interested in a fast paced environment, the latest technologies, and fun data problems come join us!

Responsibilities
Design and develop big data applications using a variety of different technologies.
Develop logical and physical data models for big data platforms.
Automate workflows using Apache Airflow.
Write data pipelines using Apache Hive, Apache Spark, Apache Kafka.
Create solutions on AWS using services such as Kinesis, Lambda, and API Gateway.
Provide ongoing maintenance and enhancements to existing systems, and participate in rotational on-call support.
Learn our business domain and technology infrastructure quickly and share your knowledge freely and proactively with others in the team.
Mentor junior engineers on the team
Lead daily standups and design reviews
Groom and prioritize backlog using JIRA
Act as the point of contact for your assigned business domain
Key Qualifications
7+ years of hands-on experience with developing data warehouse solutions and data products.
4+ years of hands-on experience developing a distributed data processing platform with Hadoop, Hive, Spark, Airflow, Kafka, etc.
2-3 years of hands-on experience in modeling and designing schema for data lakes or for RDBMS platforms.
Experience managing a small team of engineers
Experience with programming languages: Python, Java, Scala, etc.
Experience with scripting languages: Perl, Shell, etc.
Practice working with, processing, and managing large data sets (multi TB/PB scale).
Exposure to test driven development and automated testing frameworks.
Background in Scrum/Agile development methodologies.
Capable of delivering on multiple competing priorities with little supervision.
Excellent verbal and written communication skills.
Bachelor's Degree in computer science or equivalent experience.
Nice To Have
Experience building machine learning pipelines or data products.
Familiarity with AWS or GCS technologies.
Be passionate about or have contributed to open sourced engineering projects in the past.
Why Glassdoor?
Work with purpose join us in creating transparency for job seekers everywhere
Glassdoor gives back! Glassdoor is a Pledge 1% member; all employees receive 3 paid volunteer days per year
100% company paid medical/dental/vision/life coverage, with 80% dependent coverage
Long Term Incentive Plan
401(k) Plan with a Company Match to prepare for your future
Conveniently located office in the heart of downtown San Francisco (Embarcadero)
No gender pay gap; we're committed to equal pay with our annual pay gap 'checkup'
Fully-stocked break rooms with complimentary food and drinks
Paid holidays and flexible paid time off
Your choice between Mac or PC
Glassdoor is committed to equal treatment and opportunity in all aspects of recruitment, selection, and employment without regard to gender, race, religion, national origin, ethnicity, disability, gender identity/expression, sexual orientation, age, veteran or military status, or any other category protected under the law. Glassdoor is an equal opportunity employer; committed to a community of inclusion, and an environment free from discrimination, harassment, and retaliation.",4.0,"Glassdoor
4.0","San Francisco, CA","Mill Valley, CA",501 to 1000 employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn"
71,Data Scientist,$79K-$147K (Glassdoor est.),"Role Description
As a data scientist at Triplebyte, you’ll have the opportunity to work on a variety of challenges to help us scale. You'll be part of a small team, who are leveraging data to fix technical hiring. Your day to day, will include a mix of dataset acquisition, statistical modeling, exploratory data analysis, and software engineering. You’ll report directly to Triplebytes' Head of Machine Learning and will work alongside a team of 6-8 machine learning engineers and data scientists.
Fields your work will touch on
Psychometrics
Recommender systems
Time series analysis
Survival analysis
Bayesian inference
Probabilistic programming
This is an ideal role for a data scientist who wants the scope and responsibility to own features/products from the inception and research phase through to measuring real-world results.

About Triplebyte
Triplebyte is a hiring marketplace used by companies like Apple, Dropbox, Stripe, and Instacart to hire the best technical talent. We are on a mission to build a meritocratic hiring process, and we do all our evaluation background blind. Our ultimate goal is to collect the largest dataset and use this to build the world's best technical hiring process. No other company has successfully done what we're doing in this field.
We are growing extremely quickly, working on a problem that is fundamental, sitting at the crossroads between the workforce and employers. Ten years from now, it'll look silly to use anything other than Triplebyte for technical hiring.
Company Culture
We have a laid-back, friendly office culture. Over lunch you'll often find us discussing the latest in technology, books, and pop culture, and then maybe getting in a quick game of chess or babyfoot (foosball).
Since we're an early-stage company, we move fast, and it's important that each member of our team is able to take ownership of projects by defining problems, brainstorming solutions, and running experiments.",3.2,"Triplebyte
3.2","San Francisco, CA","San Francisco, CA",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
72,Data Analyst Contractor,$79K-$147K (Glassdoor est.),"About Comfy

Comfy is on a mission to create amazing workplace experiences. We are a leading workplace app provider that connects people, places, and systems. We're developing a new category, where smart building tech meets commercial real estate meets consumer apps: the workplace experience app. Comfy creates amazing workplace experiences through a consumer facing app for employees and solves real business problems for corporate real estate teams. Our app gives employees greater control over their workplace, including room and desk booking, lighting and temperature control, and feedback. Headquartered in Oakland, California, with expertise in machine learning, UX design, and enterprise service, Comfy develops software solutions for everyone– from the people who operate the building to the people who fill it.

About the Role

The Data Analyst will be a member of the Customer Success analytics group working with the Customer Success Business Analyst to help us make better business decisions with data. This role will have a two part focus:
Provide customer level analytics for custom KPIs and general analytics not included in Insights.
Create Comfy analytics on overall engagement with customers, feature use, revenue metrics, etc. to measure and improve customer and Customer Success performance.
This is an opportunity to work in an exciting and dynamic area, with huge opportunity for learning. Your passion for formulating hypotheses about a variety of questions from our customer success, product teams and buyers, and ability to test them will be critical. If you love making sense of massive datasets, and also want the opportunity to shape how it is used in driving business value, then this is the role for you.

This position involves exploring the insights present in our data and explaining their relevance to stakeholders in a way that is comprehensible and actionable. You will define and report on key metrics and analyze customer behaviors in order to help optimize our products, content, and value propositions. Excellent technical and communication skills are essential to generate meaningful insights and access information across a variety of data sources. The ideal candidate understands and is good at business, analytics and technology.

About You
You are a key contributor to the customer success team, with a close relationship and partnership with product and engineering as part of our Data Analytics cross collaborative team.
You confidently measure the impact of product decisions and changes
You love to create dashboards, reports, and analyses that explain what happened and why
Identifying, understanding, and integrating various data sources in collaboration with product and engineering teams is second nature to you
Your Objectives:
Bring together and monitor disparate data systems (Mixpanel, Comfy Database, Salesforce, etc.)
Deliver analytics and KPIs on key feature functionality within Comfy products
Deliver analytics and KPIs for custom customer work
Bring together actions and revenue generating activities
Generate new ideas for product and liaison with the data analytics team
Required Skills
Undergraduate degree a must. Advanced degree in Computer Science, Operation Research, Applied Mathematics, Economics, or a quantitative discipline is a plus
2+ years of experience in an analyst role for a SaaS product. Quantitative real estate or workplace planning experience is a plus
2+ years work experience analyzing datasets with SQL is critical (PostgreSQL, Oracle, or MySQL). Experience with analytics packages like R, Python or other packages also a plus or business intelligence (BI) tools.
Analytical excellence - experience with running business analytics for customer facing organization
Communication - delivering presentations to Customer Success, our Go-To-Market tem, and Comfy and/or Siemens executives.
Collaborate - work with Customer Success Managers, Support, Product, and Engineering. No lone wolves.
Continuous improvement - Constantly thinking about how to be better and a desire to seek out feedback for improvement
Grit - Know when to buckle down
Tenacious - Don't take no for an answer. You are a problem solver.
Benefits
Market-leading software application centered on improving the workplace experience, Comfy : )
Brand new, bright, airy office in sunny downtown Oakland steps away from BART
Take-what-you-need vacation policy
Competitive salaries
Generous medical, dental and vision insurance
Matching 401k policy
Frequent team events (costumes optional) and lots of snacks
Independent start-up culture with the backing of a global corporate powerhouse
Our Promise to You

We believe your work is an extension of yourself. At Comfy, we hire many sorts of selves and that's what makes us exceptional. We value diversity of thought, always asking tough questions, committing to solutions—and we do that best when we have and nurture every point of view. We value you, and we want to hear you, learn from you, and move forward together.",4.3,"Comfy
4.3","Oakland, CA","Oakland, CA",51 to 200 employees,2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
73,Data Analyst,$79K-$147K (Glassdoor est.),"WHO WE ARE

NCSOFT is a premiere digital entertainment company and global publisher with worldwide locations and more than 4,000 employees focused on bringing extraordinary games to life for millions of fans around the world. Established in 1997 and headquartered in Seoul, South Korea, we quickly became a key leader in online games. Best known for critically acclaimed franchises including Lineage, Aion, Guild Wars, and Blade & Soul, NCSOFT is also one of the world's top mobile developers with Lineage 2M occupying the #1 grossing revenue slot on Google Play. Our core goal is making people in this world happier by delivering games that entertain a globally connected audience has remained the same. Our culture is innovative, creative, collaborative and impactful, and we are passionate about creating the best gaming experiences for our players.

WHY JOIN THE ANALYTICS TEAM?
You have a burning curiosity. Being a successful data analyst or data scientist is all about having a question and going digging for the answer. A good analyst has an innate need to explore and understand the world around them.
You're fascinated by all the different ways people play games. Millions of people play our games in all sorts of different ways, and they all need to be able to have fun. Our job is understanding all those different playstyles so we can make the game work for everyone.
You want to be our players' champion. Once we understand what's going on in the data, the next step is using that knowledge to make the game better for our players. We want analysts who can be passionate advocates for the data and the player experience it represents.
WHAT YOU'LL DO

As a Data Analyst you will work across multiple released and unreleased titles collecting data, generating reports, and analyzing player behavior.
Analyze game systems, economies, and player behavior to drive game development and business practices that maximize player enjoyment and profitability
Understand, analyze, and predict trends in player data.
Collect and help to elaborate on data reporting requirements, primarily from game design, customer service, and business departments.
Generate reports from accumulated data using SQL, Excel, R, Python and Tableau, as well as defining automated procedures related to data collection.
Communicate findings, actionable recommendations, and data limitations to stakeholders to facilitate data-driven decisions.
Formulate process improvement suggestions through ad hoc analyses and data mining.
Take ownership of data integrity to ensure that the data are correctly supporting the analyses and recommendations being proposed.
Develop new insights and analyses that inform decisions and help us continue to improve gameplay
Analyze game-specific data and pro-actively make recommendations to Product Managers, Game Producers, Game Designers and UX Designers
Devise and run game-specific A/B tests to directly and indirectly drive KPI improvements
Work collaboratively with the Business Intelligence team to share best practices, problem solve and deliver large projects on time.
WHAT YOU'LL NEED TO BE SUCCESSFUL
Bachelor's degree in Computer Science, Statistics, Mathematics, Economics or related field, or equivalent experience with data analytics
Experience using SQL to query for and to aggregate data
Understanding of game design and in-game economies
Strong communications skills and ability to work on a team
Ability to change directions quickly based on business, project, and team needs
Ability to effectively communicate complex findings and ideas simply
Drive quality improvements of team's code through reviews and feedback
Experience using descriptive and inferential statistics to analyze and present findings
Experience using visualization techniques for presenting data and analysis
Experience working with business teams to identify and define problems
PLUSES
Previous mobile game analytics experience
Experience with big data software like Hadoop
Experience with other Business Intelligence backend and analytics applications
This is a full time, on-site position at our studio in San Mateo, CA. A casual, friendly work environment, comprehensive benefits package, a competitive salary, and more are all part of what makes NCSOFT West a great place to work.",3.0,"NCSOFT
3.0","San Mateo, CA","Seoul, South Korea",1001 to 5000 employees,1997,Company - Public,Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts"
74,Senior Research Scientist,$79K-$147K (Glassdoor est.),"Full Time, San Francisco, CA

Come join us and prove the benefits of making mental health tools accessible to everyone.

Who is Woebot?

Woebot is a nimble startup building a suite of digital therapeutics that help people around the world improve their moods. We are backed by AI Fund - a venture studio founded by Andrew Ng, the former Chief Scientist at Baidu, founding lead of Google Brain, and the Co-founder of Coursera. Our flagship app, Woebot, is a fun and cheerful emotional assistant powered by AI and CBT to scalably deliver support, exercises, and even a few jokes. If you haven't tried it yet, have a go right now - we'll wait!

OK, you're back. That was fun, right? Woebot is based on solid science too - we were founded by researchers and clinicians from Stanford, and our randomized trial has been cited over 300 times in the peer-reviewed literature. Now we are looking to expand our Research and Clinical Team to build the next level of evidence - you will help us upgrade the product to meet the needs of people with a range of health conditions, develop research studies that validate our approach, and work with top academic experts on innovative clinical trial designs that will go in front of regulators like the FDA.

About the role

Reporting to our Chief Clinical Officer, you will be responsible for overseeing Woebot's expansive programs of research and FDA-regulated product pipelines. In collaboration with external academics, clinical, and commercial partners you will be responsible for the smooth execution of 2-3 clinical studies - managing relationships, IRB submissions, study protocol development, execution, and participating in data analysis, interpretation, and scientific dissemination efforts with the broader R&D team. This is an outstanding opportunity for a bold but thoughtful innovator to join us at the forefront of the emerging digital therapeutic industry that sits at the intersection of consumer and regulated products.

Responsibilities
Plan, develop, and execute clinical research study designs in partnership with the CCO
Support regulatory submissions such as 510k and breakthrough designation filings
Draft, revise, and submit manuscripts, abstracts, posters, slide presentations, and other documents to ensure appropriate presentation of data, methodology, and interpretation.
Mentor and supervise junior scientists, research assistants, and interns as we grow our team
We estimate 10% travel outside the SF / bay area for conferences / client visits
Your First 90 Days
By Day 30 you'll deeply understand Woebot's current programs of research and FDA product pipelines. To accomplish this you will meet with our CCO and the R&D team regularly. You will gradually begin to lead and oversee our current clinical trials and programs of research.
By Day 45 you're expanding our company's research portfolio so that we are poised to disseminate our evidence broadly with the masses (investors, commercialization strategy press, customers, and users)
Day 90 and beyond you'll become a thought partner to our Leadership Team by being an expert on instrumental studies of interest and current trends in the digital health space.
Requirements
Master's, MD, or PhD-level education in the field of psychology, psychiatry, epidemiology, statistics, public health or related health research field.
Experience in academic and commercial environments to bridge research and business goals
5+ years of experience in human clinical research; demonstrated experience in research design, data collection, managing data sets, data analysis, and scientific dissemination
A track record of 7+ peer-reviewed publications related to clinical research
Strong working knowledge of behavioral health / digital health / digital therapeutics space
Ability to translate scientific and technical issues for diverse audiences
Proficiency with statistical software programs such as SAS, R, Python, Stata, or SPSS.
Preferred
Familiarity and/or experience with FDA regulations around medical devices / SAMD
You have developed, evaluated, or validated patient reported outcome measures (PROs)
Experience in running clinical trials across healthcare ecosystems generating evidence for payers, journals, in collaboration with pharma, etc.
History of acquiring funding from a variety of sources e.g. industry, fellowships, grants
Industry experience in pharmaceutical outcomes research, epidemiology, HEOR, or data science
Our Core Values
Empathic: Place a high value on user-experience. Motivated to help others be successful.
Proactive & flexible: Hit the ground running. Even with ambiguity, you can get the job done.
Self-awareness and growth-mindset: Wants to learn and grow in the role.
High standards: Take pride in your work and apply high standards toward everything.
Strong work ethic: Work hard to get the job done.
Benefits
Competitive Salary
Stock Options
Flexible PTO
Health, Dental & Vision
Healthy Snacks & Meals
Employee Volunteer Program
Yoga
Meditation
Woebot is an equal opportunity employer and we deeply value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status",4.1,"Woebot
4.1","San Francisco, CA","San Francisco, CA",1 to 50 employees,2017,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
75,Sr. Machine Learning Engineer,$79K-$147K (Glassdoor est.),"About SurveyMonkey


SurveyMonkey (NASDAQ: SVMK) is a leading global survey software company on a mission to power the curious. The company's People Powered Data platform empowers over 17 million active users to measure and understand feedback from employees, customers, website and app users, and the market. SurveyMonkey's products, enterprise solutions and integrations enable 335,000+ organizations to solve daily challenges, from delivering better customer experiences to increasing employee retention. With SurveyMonkey, organizations around the world can transform feedback into business intelligence that drives growth and innovation.

SurveyMonkey is a place where the curious come to grow. By embedding inclusion into our processes, policies, and culture, we are building a workplace for our 1,000+ employees across North America, Europe, and APAC where people of every background can thrive. We've won multiple awards and received recognition for our forward-looking policies, including extended parental and bereavement leave, vendor benefits standards, and Take 4 sabbaticals.

SurveyMonkey was recognized by Great Place to Work® and FORTUNE as a top workplace in 2018 and 2019, and the company has also won numerous awards as a leader in global survey software, including being named among CNBC's Disruptor 50 and the Forbes Cloud 100.

Over the past two years we've become a public company and expanded our platform with enterprise-grade features in privacy, security and compliance, putting SurveyMonkey on the path to rapidly expand our presence within the Fortune 500. We have ambitious goals to grow our international footprint as well, and every member of our troop plays a critical role in driving this growth and transformation. It's an incredible time to join the company and be a part of our next chapter!

The Role


We need your help in building the next generation of machine learning at SurveyMonkey. We want to help our customers make great decisions from the millions of survey responses we receive daily. To do that well, we'll need to use applied machine learning that include natural language processing, classification, spam detection, personalization / ranking, etc. We also need to do this at scale and in real-time whenever possible.

Successful candidates will have built these types of systems before and deployed them to production. Specifically, we need someone that is ready to get their hands dirty with building out a flexible machine learning platform that supports scalable model training in-memory or through distributed computational processing (single vs. multi-node), model deployment, API management, and constructing elegant feedback loops for self-sustaining machine learning systems. Candidates will need to be well-versed in large-scale data storage and processing and have the judgement to know when to use out-of-the-box solutions versus building custom ones. Being fun to work with is also a heck of a bonus.

Requirements:
At least + years professional software engineering experience using a high level language (Python preferred).
Experience utilizing big data and machine learning technologies (e.g. H2O, Spark, Hadoop, Cassandra).
Very comfortable with Unix/Linux operating systems. We favor Ubuntu.
Strong communication and documentation skills.
Experience with operating computational clusters for training machine learning models.
Familiarity with the ipython notebook, pandas, sklearn, numpy and nltk.
Familiarity with machine learning techniques and natural language processing (e.g. featurization, n-gram analysis, supervised classification and unsupervised topic clustering, etc).
Nice to Have:


Experience with ETL pipelines.
Has interest and is excited by data modeling, data science of lots of structured and unstructured data.
At SurveyMonkey, we offer competitive salaries, medical/dental benefits, PTO, 401k, paid holidays and parental leave, and equity compensation.

SurveyMonkey is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.",4.6,"SurveyMonkey
4.6","San Mateo, CA","San Mateo, CA",1001 to 5000 employees,1999,Company - Public,Internet,Information Technology,$100 to $500 million (USD),-1
76,Senior Data Scientist,$79K-$147K (Glassdoor est.),"Tempo Automation is the world's fastest electronics manufacturer. Our software-driven smart factory in the heart of San Francisco merges data, analytics, and automation to deliver new levels of speed, quality, and insights. We make it possible for the world's leading companies in aerospace, medical technology, industrial technology, and beyond to bring new innovations to market faster and better than ever before.

We are looking to hire an experienced and forward-looking Senior Data Scientist to join our engineering team to support disrupting the way electronics are manufactured today! This role is crucial in propelling Tempo Automation forward, using data to optimize factory operations and identify areas of innovation that could make a significant impact on the business. This role will be integral in launching new initiatives to help us garner deep insights toward next level factory efficiency - this is more than tweaking the knobs a few degrees!

You Will:
Formulate, develop, train, and publish machine learning (ML) models
Using ML tools and technologies, work closely with product and manufacturing teams to identify and answer important questions
Advise on set-up and scaling of our data analytics infrastructure
Enjoy working and delivering end-to-end projects independently
Formulate relevant business questions that can be answered using an ML model
Know your tools, and help vet new tools and systems
Understand where data can be leveraged - fully understanding the means and methods of answering questions quantitatively but being able to express conclusions qualitatively
Iterate on your work and analyses, to generate ever-better questions to answer
Apply statistical models to identify root causes and predict future performance
Design, run, and analyze experiments
Understand how to interpret the results of the models you design, how to verify the data, and then translate it into a conclusion or insight for action
Must Have:
Bachelor's degree in Mathematics, Statistics, Computer Science, or related field
4+ years of industry experience in data science broadly
Experience working with AWS (SageMaker, S3, API Gateway a plus), Tableau, Airflow, Lambda, and ElasticSearch or comparable tech stack
Experience with Big Data Technologies (Hadoop, Hive, Hbase, Pig, Spark, etc.)
Strong knowledge of a scientific computing language (R, Python) and SQL
Strong knowledge of statistics (clustering, regression, etc.) and experimental design
Nice to Have:
Masters in a related field
Experience working with manufacturing technology or manufacturing data
Impressive Portfolio of personal Data Science projects
Strong interest in manufacturing optimization and/or PCB
We Provide:
Flexible Vacation - We understand the importance of disconnecting and trust you to manage your time and get your work done. We offer salaried employees an open vacation policy.
Generous Benefits - We value healthy and happy employees. We offer a 401(k) and cover 100% of employee's premium for our competitive base health, dental, and vision package.
Parental Leave - We know you need time to welcome and celebrate each new addition to your family. We offer paid parental leave to make this possible.
Flexible Stock Options - We view options as real compensation. We allow employees who leave after two years of service to exercise their options for up to 7 years.
Snacks & Weekly Lunches - We offer a stacked snack pantry and free company-wide lunch on Friday's to fuel the journey.
San Francisco Office Location - We offer a convenient location with access to Muni, BART and the freeway.
Commuter Benefits - However you get to work, we want to help! We offer all salaried and hourly employees commuter benefits to assist with their journey to and from work.
Transparent and Social Culture - We work better when we're all on the same page. We have regular company-wide meetings to review milestones and metrics, and biweekly socials so our employees have the opportunity to interact with team members from different parts of the company.",3.9,"Tempo Automation
3.9","San Francisco, CA","San Francisco, CA",51 to 200 employees,2013,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 million (USD),-1
77,"Analytics Manager, Research",$79K-$147K (Glassdoor est.),"Chime is the largest and fastest-growing player in the challenger-banking space, providing mobile and online banking technology in the U.S. on behalf of partner banks and facilitating over 10M accounts with no physical branches. We're a technology company relentlessly focused on helping our members achieve financial peace of mind. That's why we offer access to an award-winning bank account that doesn't charge a ton of traditional bank fees, can give members early access to their paychecks, and enables members to grow their savings automatically. And we're just getting started. We are proud of our mission, devoted to our members, and passionate about applying technology to the challenge of making financial health a reality for everyone.

We have one of the most experienced management teams in Fintech and have raised over $800M in funding from DST, General Atlantic, Iconiq, Coatue, Dragoneer, Menlo, Access, Forerunner, and others. If you're looking to join a fast-growing company with a beloved, daily-use product and an authentic mission that puts people first, we want to meet you.

About the Role

In this role you will lead a team to complete data-driven research and analytics to answer some of Chime's most important questions. You will look at impacts of various world-wide, US-wide or Chime-wide issues (coronavirus, tax policies, outages), as well as investigate trends in our key performance indicators and explain analytically what is driving various changes to our metrics.

You will have the opportunity to answer questions and provide actionable insights that impact every facet of Chime by partnering closely with various stakeholders and Chime leadership. It will take a creative mind that can connect the dots AND tell the story.

Responsibilities
Lead a team of research analysts
Partner cross-functionally with all levels, including executives, to dive into data and understand the drivers of performance changes
Leverage data to understand what decisions Chime needs to make to properly plan for its future
Build a deeper understanding of user behaviors and identify the corresponding business opportunities for Chime
Foster a data-driven culture with your passion for telling stories with data
Requirements
A quantitative degree in a field like Statistics, Economics, or Mathematics - advanced degrees preferred
7+ years in analytics - B2C product analytics and FinTech experience preferred
2+ years leading an analytics team - driving a team's pipeline of work and providing coaching and mentoring
Strong SQL skills - familiarity with window functions would be a good sign
Data science and modeling skills - optimizing features and driving model performance
An investigative mindset and a passion for telling data-driven stories
Excellent communication skills, a record of working cross-functionally to achieve results
What we offer
Competitive salary based on experience, medical and dental benefits, as well as a 401k match
Free snacks and drinks, plus weekly catered lunches.
Flexible vacation policy.
Monthly happy hours and company events.
A challenging and fulfilling opportunity to join one of the most experienced teams in FinTech and help create a completely new kind of banking service.
We know great work isn't done alone. We're building a team of individuals to Chime in with their different strengths to benefit our employees and members. We strongly believe that different backgrounds and ideas are a competitive advantage; we hire candidates of any race, color, ancestry, religion, sex, national origin, sexual orientation, gender identity, age, marital or family status, disability, Veteran status, and any other status. Chime is proud to be an Equal Opportunity Employer and will consider qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance. If you have a disability or special need that requires accommodation, please let us know. To learn more about how Chime collects and uses your personal information during the application process, please see the Chime Applicant Privacy Notice.",4.8,"Chime
4.8","San Francisco, CA","San Francisco, CA",201 to 500 employees,2013,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1
